1,1,1,34,97,59,95
1,0,0,36,6,45,5
1,1,0,55,95,57,93
1,1,1,53,89,69,91
1,1,0,69,91,75,100
1,0,1,19,16,5,50
1,0,1,5,50,67,44
1,1,1,42,55,36,54
1,1,0,36,54,36,63
1,0,0,64,37,70,5
1,1,0,30,95,72,97
1,0,0,39,7,27,2
1,0,1,30,11,31,22
1,0,1,31,22,27,23
1,0,1,27,23,36,6
1,0,0,36,6,35,2
1,1,1,34,91,52,97
1,0,1,48,12,46,56
1,0,1,46,56,56,68
1,0,0,56,68,86,35
1,1,1,14,65,11,50
1,1,1,11,50,5,45
1,1,0,5,45,47,89
1,1,0,9,82,62,91
1,1,1,17,92,22,62
1,1,1,22,62,19,24
1,1,1,19,24,8,45
1,1,1,8,45,19,13
1,1,1,19,13,12,38
1,1,0,12,38,68,93
1,1,1,48,50,55,24
1,1,1,55,24,60,5
1,1,1,60,5,33,21
1,1,1,33,21,15,70
1,1,1,15,70,60,99
1,0,1,55,12,62,9
1,0,0,62,9,73,4
1,1,1,19,98,35,86
1,1,1,35,86,30,97
1,1,0,30,97,48,87
1,0,0,52,14,53,41
1,1,1,47,59,47,27
1,1,1,47,27,45,40
1,1,1,45,40,47,12
1,1,0,47,12,99,9
1,0,1,19,68,27,65
1,0,1,27,65,27,90
1,0,0,49,90,92,45
1,1,1,8,55,25,94
1,1,1,25,94,24,55
1,1,1,24,55,24,20
1,1,1,24,20,33,20
1,1,1,33,20,33,35
1,1,1,33,35,24,24
1,1,1,24,24,29,68
1,1,1,29,68,25,88
1,1,1,25,88,31,99
1,1,1,31,99,27,88
1,1,1,27,88,29,53
1,1,1,29,53,37,14
1,1,1,37,14,42,16
1,1,1,42,16,36,54
1,1,1,36,54,32,85
1,1,1,32,85,59,67
1,0,1,42,30,47,50
1,0,1,47,50,41,54
1,0,1,41,54,14,55
1,0,1,14,55,36,85
1,0,1,36,85,41,70
1,0,1,41,70,51,13
1,0,1,51,13,84,12
1,1,1,38,74,23,81
1,1,1,23,81,33,56
1,1,1,33,56,31,16
1,1,1,31,16,35,59
1,1,1,35,59,37,42
1,1,1,37,42,41,84
1,1,1,41,84,49,97
1,1,1,49,97,40,86
1,1,1,40,86,43,46
1,1,1,43,46,44,13
1,1,0,44,13,46,16
1,0,1,54,84,55,48
1,0,1,55,48,55,32
1,0,1,55,32,43,28
1,0,1,43,28,41,38
1,0,1,61,52,57,86
1,0,1,57,86,99,72
1,0,0,99,72,100,100
1,0,1,62,68,55,29
1,0,1,55,29,60,27
1,0,1,60,27,71,8
1,0,1,71,8,67,14
1,0,1,67,14,90,7
1,1,0,6,84,47,85
1,0,1,53,15,75,10
1,0,0,75,10,69,32
1,1,1,35,61,32,72
1,0,0,74,31,71,32
1,1,1,20,67,22,37
1,1,1,41,42,44,35
1,1,1,44,35,58,25
1,1,1,58,25,44,45
1,1,1,44,45,45,88
1,1,1,45,88,46,66
1,1,1,46,66,35,53
1,1,1,35,53,36,26
1,1,1,36,26,44,9
1,1,1,44,9,29,28
1,1,1,29,28,30,88
1,1,1,30,88,54,98
1,1,1,54,98,40,88
1,1,1,40,88,39,58
1,1,1,39,58,42,22
1,1,1,42,22,45,7
1,1,0,45,7,86,29
1,0,1,13,69,28,96
1,0,1,28,96,32,91
1,0,1,32,91,9,64
1,1,1,88,10,94,5
1,1,1,94,5,82,5
1,1,0,82,5,88,27
1,0,0,74,95,69,96
1,1,1,31,4,26,15
1,1,1,26,15,28,46
1,1,1,28,46,27,75
1,1,0,43,78,73,100
1,0,0,37,7,56,12
1,1,1,20,54,23,63
1,1,1,23,63,31,97
1,1,0,9,57,12,40
1,1,1,41,13,37,25
1,1,1,37,25,44,11
1,1,0,44,11,47,45
1,0,0,53,55,67,46
1,1,0,33,54,61,21
1,1,1,43,40,76,8
1,0,1,19,61,42,16
1,0,1,42,16,85,48
1,1,1,29,79,54,51
1,1,0,54,51,44,42
1,1,1,28,49,27,80
1,1,0,27,80,67,95
1,0,1,30,16,37,33
1,0,1,37,33,47,54
1,0,0,47,54,71,0
1,0,1,58,10,73,15
1,1,1,36,73,27,85
1,0,1,71,20,56,26
1,0,1,56,26,63,60
1,0,1,63,60,60,36
1,0,1,60,36,71,67
1,0,1,71,67,57,71
1,0,1,57,71,55,52
1,0,1,55,52,58,32
1,0,1,58,32,65,40
1,0,1,65,40,64,56
1,0,1,64,56,75,30
1,0,1,75,30,72,59
1,0,0,72,59,77,71
1,0,1,78,18,74,8
1,0,1,74,8,64,40
1,0,1,64,40,69,58
1,0,1,69,58,64,53
1,0,1,64,53,74,83
1,0,1,74,83,66,67
1,0,1,80,79,80,84
1,0,0,80,84,100,32
1,1,1,15,18,13,45
1,1,1,13,45,39,97
1,1,1,39,97,31,77
1,1,1,31,77,33,47
1,1,1,33,47,29,12
1,1,1,71,8,72,7
1,1,1,58,8,41,73
1,1,0,66,92,76,67
1,0,0,24,33,38,38
1,1,1,62,62,62,72
1,1,1,62,72,70,78
1,1,1,70,78,74,60
1,1,0,74,60,75,28
1,0,0,29,8,21,0
1,1,1,65,96,70,98
1,1,1,70,98,68,83
1,1,1,68,83,66,38
1,1,1,66,38,79,4
1,1,0,79,4,74,6
1,0,0,60,96,43,93
1,1,1,70,8,65,61
1,0,1,33,14,18,55
1,0,1,18,55,76,88
1,0,0,77,76,72,81
1,1,1,28,19,19,5
1,1,1,19,5,21,39
1,1,1,21,39,27,76
1,1,1,27,76,40,96
1,1,1,40,96,74,98
1,1,1,29,52,12,43
1,1,1,12,43,44,81
1,1,1,44,81,49,75
1,1,1,49,75,34,80
1,1,1,34,80,28,51
1,1,1,28,51,38,24
1,1,1,38,24,42,67
1,1,1,42,67,54,92
1,1,1,54,92,61,79
1,1,0,61,79,69,94
1,1,1,70,98,72,100
1,1,1,60,92,53,78
1,1,1,53,78,61,18
1,1,1,61,18,55,51
1,1,1,55,51,51,68
1,1,1,51,68,62,99
1,1,1,62,99,58,93
1,1,1,58,93,45,60
1,1,1,45,60,53,29
1,1,1,53,29,65,22
1,1,1,65,22,59,37
1,1,1,60,33,57,23
1,1,1,57,23,68,7
1,1,1,68,7,51,20
1,1,1,51,20,47,56
1,1,1,47,56,60,87
1,1,1,60,87,68,97
1,1,1,68,97,89,96
1,1,1,89,96,98,3
1,1,0,98,3,95,7
1,1,0,97,22,0,0
1,0,0,53,96,56,73
1,1,0,44,27,57,20
1,1,0,47,29,65,52
1,0,0,35,48,50,87
1,1,1,50,13,50,7
1,1,1,50,7,39,15
1,1,0,39,15,71,8
1,1,1,57,10,53,5
1,1,0,53,5,77,0
1,0,0,64,92,73,91
1,1,1,11,18,3,33
1,1,1,3,33,39,98
1,1,0,39,98,44,64
1,1,1,53,75,41,75
1,1,1,41,75,35,79
1,1,1,35,79,31,47
1,1,1,31,47,43,12
1,1,1,43,12,61,17
1,1,1,61,17,58,39
1,1,1,58,39,47,71
1,1,1,47,71,40,81
1,1,1,40,81,48,31
1,1,1,48,31,48,26
1,1,1,48,26,66,7
1,1,0,66,7,75,0
1,0,0,44,63,66,53
1,1,0,34,47,47,45
1,1,1,47,42,56,34
1,1,1,71,25,80,5
1,1,1,80,5,74,25
1,0,0,40,90,91,73
1,1,1,9,27,38,81
1,1,1,38,81,33,54
1,1,1,33,54,39,80
1,1,1,39,80,51,93
1,1,1,51,93,42,85
1,1,1,42,85,35,57
1,1,1,35,57,46,19
1,1,1,46,19,49,5
1,1,1,49,5,55,18
1,1,1,55,18,57,13
1,1,1,57,13,50,6
1,1,0,50,6,62,28
1,0,1,38,72,62,67
1,1,1,23,76,47,96
1,1,0,47,96,55,86
1,1,1,56,75,54,40
1,1,1,54,40,59,13
1,1,1,59,13,59,52
1,1,1,59,52,63,87
1,1,0,63,87,99,74
1,0,1,79,14,68,18
1,0,1,68,18,51,49
1,0,1,51,49,54,57
1,0,1,54,57,90,15
1,0,1,90,15,73,8
1,0,1,73,8,82,23
1,1,1,9,76,8,51
1,1,1,8,51,37,97
1,1,1,37,97,23,88
1,1,1,23,88,30,56
1,1,1,30,56,32,15
1,1,1,32,15,31,30
1,1,1,31,30,24,66
1,1,1,24,66,29,87
1,1,1,49,89,60,96
1,1,1,60,96,59,88
1,1,1,59,88,59,96
1,1,1,59,96,65,97
1,1,1,65,97,35,98
1,1,1,35,98,42,75
1,1,1,42,75,36,49
1,1,1,36,49,43,7
1,1,1,43,7,62,15
1,1,1,62,15,46,15
1,1,1,46,15,52,50
1,1,0,52,50,84,37
1,0,0,16,63,42,44
1,1,1,58,56,58,90
1,1,1,58,90,59,71
1,1,1,59,71,59,97
1,1,0,59,97,61,83
1,1,0,61,91,61,72
1,0,1,91,93,84,92
1,0,0,84,92,90,67
1,0,1,78,81,53,54
1,0,1,53,54,58,34
1,0,0,58,34,83,70
1,0,1,30,16,14,25
1,0,1,14,25,54,28
1,1,1,39,96,43,88
1,1,1,43,88,38,91
1,1,1,38,91,27,57
1,1,1,27,57,27,90
1,1,1,27,90,31,13
1,1,0,39,5,40,20
1,1,1,42,18,44,23
1,1,0,44,23,70,22
1,0,1,30,78,31,30
1,0,1,31,30,34,14
1,0,1,34,14,42,9
1,0,1,42,9,43,6
1,0,0,43,6,64,9
1,1,1,34,95,26,99
1,1,1,26,99,27,90
1,1,1,27,90,19,73
1,1,1,19,73,20,24
1,1,1,20,24,33,53
1,1,1,59,28,55,12
1,1,0,55,12,66,37
1,0,1,34,63,42,37
1,0,1,47,53,47,64
1,0,1,47,64,99,16
1,0,0,99,16,96,28
1,1,1,4,72,21,69
1,1,1,44,65,36,54
1,1,1,36,54,44,52
1,1,0,44,52,80,85
1,0,0,20,29,53,44
1,1,1,47,56,59,27
1,1,1,59,27,45,54
1,1,1,45,54,59,87
1,1,1,59,87,58,97
1,1,1,58,97,70,97
1,1,1,70,97,64,86
1,1,1,64,86,74,84
1,1,1,74,84,79,78
1,1,1,79,78,84,77
1,0,1,35,35,48,56
1,0,1,48,56,59,88
1,0,1,59,88,80,82
1,1,1,58,50,69,42
1,1,1,69,42,75,19
1,1,0,75,19,78,37
1,0,1,22,63,25,70
1,0,1,25,70,40,83
1,0,1,40,83,76,85
1,0,1,76,85,89,89
1,0,0,89,89,88,59
1,1,1,26,5,18,7
1,1,1,18,7,55,16
1,1,1,48,29,50,79
1,1,0,50,79,97,86
1,1,0,94,99,92,35
1,0,1,20,71,40,7
1,0,1,40,7,41,19
1,1,0,64,96,71,94
1,0,0,30,28,31,6
1,1,0,69,94,52,83
1,0,0,48,17,46,41
1,1,0,54,59,87,57
1,0,1,13,43,42,12
1,0,1,42,12,64,17
1,0,0,66,15,57,20
1,0,0,78,75,91,34
1,0,1,78,40,77,66
1,0,1,77,66,88,45
1,1,1,31,53,28,78
1,1,1,28,78,30,50
1,1,1,30,50,40,13
1,1,1,40,13,58,4
1,1,0,58,4,62,10
1,0,1,53,65,61,50
1,0,1,61,50,70,53
1,0,1,70,53,77,80
1,0,0,77,80,88,84
1,0,0,82,95,100,100
1,1,1,35,26,33,43
1,1,1,33,43,31,81
1,1,1,47,82,50,73
1,1,1,59,65,69,68
1,1,1,69,68,66,76
1,1,0,66,76,81,76
1,1,1,79,80,89,96
1,1,1,89,96,94,49
1,0,1,43,62,38,30
1,0,1,38,30,43,36
1,0,1,43,36,41,83
